true_labels	predicted_probabilities
0	0.189917723415419
0	0.0259687774814665
1	0.863782292231917
1	0.919179865391925
0	0.137627987889573
1	0.477648621890694
0	0.462961500277743
0	0.700178611092269
0	0.0655749011784792
1	0.733039993327111
1	0.395931590348482
0	0.461487844819203
0	0.725299363257363
0	0.470002647023648
0	0.999523977516219
1	0.845935791730881
0	0.828207303769886
1	0.761644344311208
1	0.112106491811574
1	0.838977019302547
1	0.813850524136797
0	0.991412194212899
1	0.0483145248144865
1	0.746787912445143
0	0.419313521590084
1	0.58214389719069
1	0.83073406224139
0	0.0135306273587048
1	0.0115217631682754
0	0.996445707278326
1	0.76568966708146
1	0.314662610646337
1	0.812011744361371
1	0.99121921742335
0	0.200759592931718
0	0.646037220256403
0	0.437550728907809
1	0.938028261531144
1	0.98800330539234
1	0.456319560995325
1	0.230614943196997
0	0.695489268517122
0	0.556632344610989
0	0.584710089489818
0	0.433631246909499
1	0.426175052765757
0	0.596854395465925
1	0.452085584867746
0	0.956608658656478
1	0.844430350000039
0	0.222768602659926
1	0.420170177007094
1	0.41998293553479
1	0.0207908488810062
0	0.380447969539091
1	0.422348427586257
1	0.191426063422114
1	0.705329281743616
1	0.0135204752441496
0	0.731203105766326
1	0.432724097976461
0	0.731240093009546
1	0.013941552489996
0	0.045313308481127
0	0.418414376443252
0	0.643840002128854
0	0.219793785596266
1	0.833442652830854
1	0.694767313543707
1	0.899124485207722
0	0.414240285288543
0	0.411004703259096
1	0.250014989404008
1	0.373767039040104
1	0.231892732670531
1	0.931603164644912
0	0.47634475515224
0	0.0476650029886514
0	0.773531056009233
1	0.331117329420522
1	0.552876470610499
1	0.676330528920516
0	0.277334370883182
0	0.0528556783683598
1	0.42575858370401
1	0.610118482029065
0	0.976046035066247
1	0.969800120219588
0	0.0884845573455095
1	0.498380037257448
1	0.395689367782325
1	0.390331929083914
0	0.318499490851536
1	0.682575054233894
1	0.284614907577634
1	0.39009471423924
1	0.990168560296297
0	0.792005731491372
1	0.312405151547864
1	0.817117730388418
0	0.22090977220796
1	0.501073820283636
1	0.166972296312451
1	0.119659194489941
1	0.89760996773839
1	0.093714878661558
0	0.865058556664735
1	0.276591463712975
0	0.0272836927324533
1	0.787384963361546
0	0.358660299796611
0	0.025102965766564
1	0.74609359796159
0	0.029625577153638
1	0.433864830993116
1	0.256626832997426
0	0.498015220975503
0	0.65335523057729
1	0.0836568856611848
0	0.180472461739555
0	0.104462501592934
1	0.812392983818427
0	0.627502441639081
0	0.630572485970333
1	0.390889850212261
1	0.43225357378833
0	0.348634002264589
0	0.793557758675888
1	0.886936112074181
0	0.651127086719498
1	0.592863264260814
0	0.327822093851864
1	0.0756893679499626
0	0.591387242078781
0	0.178336763521656
1	0.741350124124438
1	0.293876208132133
1	0.639185810694471
1	0.124822397250682
1	0.255265783751383
0	0.82057468732819
0	0.803780392976478
0	0.0458346307277679
0	0.87553172186017
1	0.128009089967236
0	0.608831403544173
1	0.469566873274744
0	0.55729108559899
0	0.730392784578726
1	0.469858688767999
0	0.988610059022903
1	0.984668384538963
1	0.393284681020305
1	0.608847137540579
0	0.345483730081469
1	0.437112562125549
1	0.22913196333684
1	0.00607224809937179
1	0.0238768882118165
1	0.0587584283202887
1	0.764575645094737
1	0.46904400549829
0	0.850831880234182
0	0.581719390582293
0	0.186888262396678
0	0.609060978516936
0	0.893341733142734
0	0.794321165885776
1	0.504092833958566
0	0.423028273740783
1	0.654381287749857
0	0.887738514458761
0	0.892016471130773
0	0.178390537854284
1	0.257502424763516
1	0.113438504748046
1	0.797158958623186
1	0.10953848878853
1	0.829071694752201
0	0.771046296926215
1	0.943689404521137
1	0.466957593569532
0	0.939855647506192
0	0.78518294240348
1	0.874607875011861
0	0.394462653435767
1	0.0996991607826203
0	0.27696142042987
0	0.722222051117569
0	0.356305179418996
0	0.382711883401498
1	0.0319686508737504
1	0.521445286925882
1	0.121077910298482
1	0.885184176499024
0	0.0746462990064174
1	0.784227946773171
0	0.854132302571088
0	0.0371781706344336
1	0.275143509497866
0	0.642069949069992
0	0.785078359534964
0	0.400062711909413
0	0.935302329715341
0	0.390516970772296
1	0.423959307139739
1	0.286421701079234
1	0.611748408526182
0	0.558812738629058
0	0.0399671350605786
0	0.745281946845353
1	0.206487420713529
1	0.656495965085924
1	0.522414671257138
1	0.633436584845185
0	0.617563133826479
1	0.284895547432825
0	0.223807222442701
0	0.539019355317578
0	0.996371977264062
1	0.328916536876932
0	0.323336088331416
1	0.0353235178627074
1	0.525611852528527
0	0.596806915011257
1	0.742086659185588
0	0.95283712958917
1	0.489621237851679
0	0.0832873454783112
0	0.259927998995408
1	0.874846625607461
1	0.852059136377648
1	0.842904664576054
1	0.946903674630448
1	0.652681634761393
1	0.488155565224588
1	0.187756700674072
1	0.71303306077607
0	0.0850699706934392
0	0.461199405603111
0	0.935907306615263
1	0.845293667865917
0	0.716186716919765
0	0.123806348303333
0	0.594827461289242
1	0.98985280143097
1	0.6154084878508
0	0.273077666992322
1	0.0637068431824446
0	0.072303275577724
1	0.873511214042082
0	0.36282499670051
1	0.945622149156407
1	0.558318939991295
1	0.512661150889471
0	0.9477716635447
0	0.109801595564932
1	0.818907550536096
1	0.377342106774449
1	0.556641047820449
1	0.313871186692268
1	0.0823428803123534
0	0.779937542276457
0	0.193234728416428
1	0.655585467582569
0	0.435147053329274
1	0.197148326551542
0	0.994660422205925
0	0.446742866421118
0	0.0314266642089933
0	0.937016558134928
0	0.870983954286203
1	0.601246283389628
1	0.299015456344932
0	0.809346275171265
1	0.952142385067418
0	0.852053971262649
0	0.127309735864401
0	0.968882349785417
1	0.557101008715108
0	0.00536444736644626
0	0.135763919679448
0	0.00584710156545043
0	0.816874062176794
1	0.782163587864488
0	0.931066285818815
1	0.368689882336184
1	0.974454874172807
1	0.823743681889027
0	0.787448863266036
0	0.62282583466731
0	0.967354928841814
1	0.49991849064827
1	0.893695599632338
0	0.401043246965855
1	0.447541609639302
0	0.93577908212319
1	0.683332197368145
0	0.0181631301529706
1	0.165526717668399
1	0.495834498899058
1	0.426535228034481
1	0.992053120629862
1	0.888950123917311
1	0.345755371265113
1	0.705844125011936
1	0.908724687062204
0	0.676292887190357
0	0.63910027127713
1	0.149604527046904
0	0.601125390036032
0	0.272751235868782
1	0.457853371044621
0	0.222253093263134
0	0.254921516869217
1	0.653687727171928
1	0.471993161132559
0	0.160963035654277
0	0.272080334601924
0	0.712956093018875
0	0.613353652181104
0	0.132121966220438
0	0.0700072532054037
1	0.966265012975782
1	0.36827027797699
1	0.677454084623605
1	0.845951730385423
0	0.241650385316461
1	0.0351509910542518
0	0.595240236725658
1	0.836191128008068
0	0.362249210244045
0	0.332188533386216
0	0.64473633072339
1	0.958615136798471
1	0.596203628461808
1	0.510280017973855
0	0.155264135915786
0	0.845851005520672
1	0.214380425633863
1	0.669873244827613
0	0.61775645124726
0	0.0499997769948095
0	0.949398775584996
0	0.582552031613886
0	0.860954337054864
0	0.51846724934876
0	0.266127483453602
0	0.597377663478255
0	0.795576084172353
0	0.689286037581041
1	0.480631644604728
0	0.465929388767108
1	0.618412335170433
0	0.449270514305681
1	0.602707532700151
1	0.00460897409357131
0	0.994994512526318
1	0.406462448416278
1	0.117951637133956
0	0.86953909532167
0	0.540192956570536
1	0.88159766793251
1	0.0375398390460759
0	0.88143396214582
1	0.722349669784307
0	0.769810296595097
1	0.863593708956614
1	0.500742103205994
1	0.925864024320617
0	0.208074670284986
0	0.0271055938210338
1	0.315793072106317
1	0.660112249664962
1	0.31469130073674
0	0.944461387814954
0	0.778970579849556
1	0.339431246276945
0	0.481646264670417
1	0.415994798764586
1	0.776333899470046
1	0.485427005914971
1	0.01529910415411
0	0.642451295163482
1	0.234829984838143
1	0.747025883058086
0	0.295607374515384
0	0.906218191608787
1	0.853324017953128
1	0.461963776964694
0	0.0713482482824475
0	0.577803724445403
0	0.579579334007576
0	0.993576776934788
0	0.335274414392188
0	0.666801774175838
0	0.938556001987308
0	0.574856834951788
0	0.691711413906887
0	0.0897585870698094
1	0.866459244629368
0	0.501139396801591
0	0.223256284138188
0	0.412419241620228
1	0.886306279571727
1	0.495593437226489
1	0.672753727762029
1	0.282504437956959
1	0.817058302927762
1	0.2460994545836
1	0.369646193925291
1	0.235524395015091
0	0.93575692595914
0	0.415076828328893
1	0.137449405388907
1	0.914364723023027
0	0.347641376079991
1	0.852930875727907
0	0.142635178752244
0	0.359432870987803
0	0.245505067519844
0	0.0459059465210885
0	0.784547902178019
0	0.199171734508127
1	0.391850244253874
1	0.323562244651839
0	0.602105905069038
0	0.541271679569036
1	0.990823732689023
1	0.25379104912281
0	0.735269893193617
0	0.977608161047101
0	0.558046241756529
1	0.392708159517497
0	0.82468925928697
0	0.112384460866451
1	0.535777904093266
1	0.443831584881991
1	0.273957212688401
0	0.157357535790652
0	0.871838073711842
1	0.562044856371358
1	0.550689758267254
1	0.592365285614505
0	0.727812862722203
0	0.638925284612924
1	0.614450164837763
1	0.0524168505799025
0	0.565157752949744
0	0.587341380305588
0	0.62856707512401
1	0.621890645008534
1	0.082270042039454
0	0.0776426121592522
0	0.687094689812511
1	0.830303592374548
0	0.145909875165671
0	0.783530072309077
1	0.486450079130009
0	0.989265105454251
1	0.499104954535142
0	0.562260535079986
0	0.378257020609453
1	0.518637197325006
1	0.0742837921716273
0	0.538472344167531
1	0.961061000823975
1	0.527810139581561
1	0.437159451888874
1	0.0322669965680689
1	0.037734180688858
1	0.047348293941468
1	0.160959035623819
0	0.469097393332049
0	0.80592397483997
1	0.280597516102716
0	0.754783985204995
1	0.521825814852491
1	0.288947193184868
0	0.0173772014677525
0	0.668349529849365
1	0.0669759646989405
0	0.836386426817626
1	0.135343155823648
1	0.655878108460456
0	0.837947728810832
0	0.257647996069863
0	0.135995285119861
1	0.763488414231688
0	0.211996233323589
1	0.26796959922649
1	0.531831194646657
1	0.474116867408156
0	0.373443664982915
0	0.775349928531796
0	0.558203970082104
0	0.155236621154472
0	0.989418448414654
0	0.24444643035531
0	0.130378512199968
1	0.212681135395542
1	0.380004248348996
1	0.359621168812737
0	0.302662048954517
0	0.0443997136317194
0	0.934783352771774
0	0.568717029877007
1	0.220802745083347
0	0.877961175283417
1	0.467288806336001
1	0.54234981467016
0	0.78439817391336
0	0.647870272397995
1	0.144893147051334
0	0.321637377142906
1	0.951055582612753
0	0.188198490999639
1	0.750404248479754
1	0.459158475277945
1	0.141365048941225
0	0.205193076049909
1	0.675293499603868
0	0.138030210509896
0	0.415543700801209
1	0.451247031800449
1	0.622946569696069
1	0.251174297416583
0	0.464153463719413
1	0.165509229060262
0	0.857806453481317
1	0.156551897292957
0	0.0883316337130964
0	0.893417771905661
1	0.300620508380234
1	0.752086671069264
1	0.401606647996232
1	0.448558106087148
