age	salary
30.7738894224167	20560.5010645024
28.6891851201653	20173.1359207334
55.745544610545	41195.2124958537
34.807595545426	24820.8533677901
35.768345054239	20764.9573265411
57.0913820993155	42962.2695905574
51.9397893827409	32183.294344535
48.8660916872323	30631.0090701298
59.9733167793602	45945.0694600763
57.7739443257451	42338.4987022472
43.7520169280469	29397.8122129732
57.5589820090681	40406.9895298321
44.5313530322164	33347.6920357873
55.5688241682947	36356.9496007361
26.598608745262	21603.6270939705
56.8880739808083	39268.5197104375
33.936528172344	21841.6884128531
55.7346274517477	37724.9103127389
26.2796377856284	18637.3305628028
51.9758021924645	36270.631836539
20.8019083738327	18051.1133691395
32.129292730242	19268.4418198365
38.1582473963499	29682.3073591488
54.927428336814	36256.4979369304
50.9061297308654	34714.1362656753
57.0874710846692	38514.4317934214
20.8690030127764	18482.9456044803
46.1565596517175	32966.1845001011
45.2469145879149	32725.9117426804
33.9950859826058	23460.3856702478
26.6772823780775	20030.0433353768
28.2794596999884	21502.4858723319
38.3324867114425	23178.8433915176
24.9231812078506	22083.3806970524
57.7561130281538	41790.9555241397
46.8771968595684	30030.5250914537
53.4731051977724	41244.9983161942
21.6527782287449	18521.2091977884
37.2249439265579	24754.2553974563
38.4663611091673	29424.9779061771
32.4988205078989	21061.620048003
42.5138571299613	33851.5290727431
31.3070565927774	18112.3068768034
40.2428349107504	30094.3866329771
58.8237145915627	41134.3501644257
50.7715663220733	35782.7369046701
28.0134678538889	22493.8940614867
38.5946653503925	26175.8495846573
53.2390045747161	36454.7273638265
45.882428959012	30550.2327758868
31.2471461854875	25004.7875744807
33.8643987849355	23155.3765186157
32.9435196332633	22053.3588743956
21.0717830527574	15905.2978870654
44.0510811749846	26157.6877284362
45.7452902477235	30858.2488478291
30.8790597040206	25721.3632056929
58.2696536369622	44348.9179007109
48.2682605832815	35914.0162279969
41.4509602077305	25859.1811081141
57.4159554392099	42841.5075061076
29.5181200932711	23433.0691031078
57.8624295350164	39922.7668182102
35.7750019151717	26998.0192118762
56.2580225523561	38445.7470679851
27.9683974944055	19770.2124684718
44.3798983749002	31256.8999344671
34.6204119361937	23888.0322932146
34.1964549664408	25588.4214399989
41.9664836209267	29447.1998914974
34.4189781602472	25534.2210088747
22.3663102835417	15936.8743248641
42.7742943633348	32119.540267718
24.0978976618499	18272.4466335751
32.8839061502367	23154.9599604807
22.4884889181703	20805.5156942331
25.4484859947115	18316.1888183616
34.7871493641287	26899.3281972335
28.1508336775005	20864.0935747247
36.5453892480582	23165.7671725191
