x	y
-48.3745150379837	-47583.8271523162
-46.9976051012054	-48988.0210181396
-31.5900202936027	-14784.544916806
-35.8746735327877	-24042.3705920496
-36.8345330683514	-30057.75523757
-31.3917329765391	-17478.221822705
-11.3657438850496	7034.4068842817
-35.0469843065366	-24760.7626220357
-6.04653608240187	-7000.27135074289
-9.29678747500293	-10056.4804660559
-11.7030544446316	-428.875743786047
-18.4444409077987	-2128.91193362935
-24.1266484144144	-6923.57871300124
-24.6143635485787	-8014.57481331795
-26.8204028091859	-2933.46885804519
-1.83845893782564	858.301648591927
-26.4896489558741	-15796.6241258183
-47.3355052168481	-47543.4648587086
-9.33579203439876	-139.313438873129
-18.1677049060818	-183.33916101156
-37.8215828025714	-23040.773841625
-14.0618824588601	11082.7571772085
-33.7347943135537	-28820.7868459904
-41.9808288791683	-40596.165610671
-32.2846767012961	-6761.20319070721
-19.7492772738915	-4822.25127460364
-25.7574007168878	-9229.32778513383
-19.6448739985935	-2373.95041521428
-37.436369740637	-27370.321990982
-44.4614871086087	-42726.5357961292
-26.3941615808289	-8451.64549620603
-46.3649580895435	-41147.5664892254
-19.0895478301682	-3592.58253318164
-40.0396517973859	-23949.2293497454
-42.1549598793499	-40162.5323230651
-16.7028612156864	-5404.05165689787
-23.8718078671955	-15606.3269723495
-7.15135731780902	-7285.92735421319
-34.4772807213012	-11913.1442241904
-26.2701342778746	-8574.78275857436
-32.3652189054992	-13135.2344685265
-44.9895321738441	-39671.1828648027
-5.10974626475945	-734.277154087389
-3.61488377070054	-6223.9760268691
-11.7513390358072	1795.39483216077
-11.2722963744309	4526.84022740558
-29.149749266915	-19340.3568388714
-42.06586117181	-27386.0470987329
-39.3974370379001	-38875.5633599111
-7.67686335369945	-3769.85187064319
-23.4115590336733	2077.2405307883
-11.6808289021719	-1545.24603640205
-24.8127657170407	-11918.0769602973
-35.7734531711321	-33418.5239055936
-37.3678292508703	-26552.6317871899
-48.7115460387431	-62664.6425065205
-36.5398841046263	-20989.2619838304
-41.5516112917103	-37946.2796011109
-41.9331610423978	-28931.1427312694
-32.2263101721182	-31163.2311324669
-10.4268933022395	7308.21161159736
-19.0472180563956	-6335.68087082736
-10.7764926876407	-1378.32528461704
-2.31335969292559	4695.89078228138
-17.989935796475	-2823.59398951041
-46.9629059690051	-40779.9430408619
-7.8349246843718	1673.23038793623
-17.0603548064828	6817.71691698394
-35.1731157049071	-23221.0674185305
-12.0047922735102	1881.88134485033
-37.0234554500785	-30669.1136215165
-30.6991502600722	-6569.37372459185
-46.1660687695257	-49894.0753367424
-25.9446330135688	-12853.7923556567
-40.4213889930397	-26162.4265721616
-15.6390430589672	7572.63252337184
-16.9073998737149	1551.48459419612
-31.9164810297079	-9806.04464890724
-33.5705112018622	-17942.2027442218
-10.66458398127	553.654411256999
-7.35584444273263	-8985.56321619723
-28.435191098135	-8108.80085000057
-3.00283131352626	-370.719174471311
